% Model:              fp_sheets _with_NP_V1.mph
% Version:            COMSOL 5.3.0.316
% Date:               May 6 2021, 19:12
% Table:              dd,dm=5 hf=200 L=500 no NP HMM bottom only - Global Evaluation 3 (Rs, Ts)
% lambda0 (nm)                                    Rs (1)                                            Ts (1)
300                                               3.8560335291351904                                6.944555955830886
305                                               2.02473256398946                                  10.116400806034124
309.99999999999994                                1.309219237488942                                 14.180817489343115
314.99999999999994                                1.6756424350453918                                18.703146793257126
319.99999999999994                                2.215136454676191                                 23.38817883501029
325                                               2.214553150037515                                 28.12725670240312
330                                               1.7907144736310012                                32.77055322828762
335                                               1.4857844678879022                                37.059602005550126
340                                               1.5533694206005715                                40.81642638451633
345                                               1.7778148547420665                                44.07797648676462
350                                               1.8272791875614762                                46.996812676455534
355                                               1.585678740533266                                 49.67102136371071
360                                               1.1994982921387904                                52.07543158553234
364.99999999999994                                0.9550981591118187                                54.093540633368896
369.99999999999994                                1.1280024094928307                                55.59026869117583
374.99999999999994                                1.839072742118517                                 56.49875688733822
379.99999999999994                                2.939920532507376                                 56.89935780791552
385                                               4.009833580264711                                 57.03361849696281
390                                               4.523089552505345                                 57.20756747775334
395                                               4.13302644075321                                  57.61177041154673
400                                               2.9679290930804383                                58.13073938064545
405                                               1.8326923911017499                                58.22688282131604
410                                               2.105193870860697                                 57.04582095641899
415                                               5.0784920381365355                                53.877810692896944
419.99999999999994                                11.058362005738612                                48.7180430591365
424.99999999999994                                19.198982971412974                                42.293857545421055
429.99999999999994                                28.3138340500501                                  35.49862870542393
434.99999999999994                                37.650003420089114                                28.921154934697476
439.99999999999994                                46.93200297217414                                 22.839868977708996
445                                               55.96135445561704                                 17.433127322950593
450                                               64.34961434055192                                 12.879695335658175
455                                               71.63450315806521                                 9.290451024110443
460                                               77.54387779607525                                 6.631338247460045
465                                               82.08902579742512                                 4.748215351344142
470                                               85.46892140659205                                 3.447151450526826
474.99999999999994                                87.93928471858767                                 2.554658486981836
480                                               89.73369658904392                                 1.9391128170684833
484.99999999999994                                91.03725058540914                                 1.5087670821457748
490                                               91.98759179453789                                 1.2021985075760324
494.99999999999994                                92.68498510871018                                 0.9788742126363729
500                                               93.20308718766739                                 0.8120273968667747
505                                               93.5974789419859                                  0.6838315767615667
509.99999999999994                                93.91153950168061                                 0.5822989268563147
515                                               94.1798515102228                                  0.4993408844412712
519.9999999999999                                 94.42950374097539                                 0.4295617622273627
525                                               94.68001764703386                                 0.3694843731853586
530                                               94.94281930623015                                 0.3170008699251936
535                                               95.22127782476475                                 0.27092967748143604
540                                               95.51195071594601                                 0.23063604893115403
545                                               95.80696555428874                                 0.19572795084107664
550                                               96.09680470738252                                 0.16585244041203276
555                                               96.37264891122796                                 0.14059781975022764
560                                               96.6277791871656                                  0.1194778307924693
564.9999999999999                                 96.85801976896695                                 0.10196104138103654
570                                               97.06151743271849                                 0.08751270543649321
574.9999999999999                                 97.23820329593659                                 0.07562994897047369
580                                               97.38920410895892                                 0.06586347873511468
584.9999999999999                                 97.51634126931678                                 0.05782651044365966
590                                               97.62176443824376                                 0.05119468695040213
595                                               97.7077141784711                                  0.04570075599020035
600                                               97.77638709512453                                 0.041126926700229854
605                                               97.82987330624282                                 0.03729675359391076
610                                               97.87014139126609                                 0.034067554189308534
615                                               97.89905173966787                                 0.03132381037114676
619.9999999999999                                 97.918384217445                                   0.028971677005256654
625                                               97.92986963677563                                 0.026934561144173946
629.9999999999999                                 97.93521755711264                                 0.0251496571687077
635                                               97.9361342076357                                  0.023565296210014932
639.9999999999999                                 97.93432488034071                                 0.022138975577868824
645                                               97.93147785507574                                 0.020835934333669634
650                                               97.9292282039404                                  0.01962813561477522
655                                               97.92910324790272                                 0.018493537134385358
660                                               97.9324554615763                                  0.01741551946283292
665                                               97.94039193265533                                 0.01638236422701151
670                                               97.95371169466084                                 0.015386693803579786
674.9999999999999                                 97.97286276923477                                 0.014424818517666098
680                                               97.99792759718684                                 0.013495984569724576
684.9999999999999                                 98.02864096955072                                 0.01260155426354587
690                                               98.06443787136176                                 0.01174417966491993
694.9999999999999                                 98.10452364662437                                 0.010927045108825733
700                                               98.14795593294919                                 0.010153237545905748
704.9999999999999                                 98.19372658032563                                 0.009425285857370121
710                                               98.2408341701735                                  0.008744879615572314
715                                               98.2883411203419                                  0.008112750397156497
720                                               98.33541315202045                                 0.00752868348896038
725                                               98.3813412094639                                  0.0069916191590235705
729.9999999999999                                 98.42554895534222                                 0.006499805226309461
735                                               98.4675893952779                                  0.006050968924860532
739.9999999999999                                 98.50713408259169                                 0.005642484168689915
745                                               98.54395826131183                                 0.005271520818737057
749.9999999999999                                 98.57792452578894                                 0.00493516835581025
755                                               98.60896659727834                                 0.004630532673395391
759.9999999999999                                 98.63707431678087                                 0.00435480684861234
765                                               98.66228070455597                                 0.004105319618428358
770                                               98.6846509045469                                  0.0038795657974773487
775                                               98.70427332176071                                 0.003675222167760221
780                                               98.72125256736844                                 0.0034901528038736598
784.9999999999999                                 98.73570412271877                                 0.003322406806509988
790                                               98.74775039067451                                 0.003170210838181811
794.9999999999999                                 98.75751790483184                                 0.003031958539013863
800                                               98.76513547737879                                 0.0029061980718935987
