 lambda      Rs      Ts      As      Rp      Tp      Ap
825.0166  1.9658 90.6965  7.3377  1.9658 90.6965  7.3377
824.4681  2.1033 90.5480  7.3487  2.1033 90.5480  7.3487
823.9203  2.2477 90.3931  7.3592  2.2477 90.3931  7.3592
823.3732  2.3988 90.2320  7.3692  2.3988 90.2320  7.3692
822.8268  2.5565 90.0648  7.3786  2.5565 90.0648  7.3786
822.2812  2.7209 89.8915  7.3876  2.7209 89.8915  7.3876
821.7362  2.8918 89.7122  7.3961  2.8918 89.7122  7.3961
821.1921  3.0691 89.5269  7.4040  3.0691 89.5269  7.4040
820.6486  3.2528 89.3358  7.4114  3.2528 89.3358  7.4114
820.1058  3.4428 89.1389  7.4184  3.4428 89.1389  7.4184
819.5638  3.6389 88.9363  7.4248  3.6389 88.9363  7.4248
819.0225  3.8411 88.7281  7.4308  3.8411 88.7281  7.4308
818.4818  4.0494 88.5143  7.4363  4.0494 88.5143  7.4363
817.9420  4.2635 88.2952  7.4413  4.2635 88.2952  7.4413
817.4028  4.4834 88.0708  7.4458  4.4834 88.0708  7.4458
816.8643  4.7091 87.8411  7.4498  4.7091 87.8411  7.4498
816.3265  4.9403 87.6063  7.4534  4.9403 87.6063  7.4534
815.7895  5.1769 87.3665  7.4565  5.1769 87.3665  7.4565
815.2531  5.4190 87.1218  7.4592  5.4190 87.1218  7.4592
814.7175  5.6663 86.8723  7.4614  5.6663 86.8723  7.4614
814.1825  5.9187 86.6181  7.4632  5.9187 86.6181  7.4632
813.6483  6.1761 86.3593  7.4645  6.1761 86.3593  7.4645
813.1148  6.4385 86.0961  7.4655  6.4385 86.0961  7.4655
812.5819  6.7056 85.8284  7.4659  6.7056 85.8284  7.4659
812.0498  6.9774 85.5566  7.4660  6.9774 85.5566  7.4660
811.5183  7.2537 85.2806  7.4657  7.2537 85.2806  7.4657
810.9876  7.5344 85.0006  7.4650  7.5344 85.0006  7.4650
810.4575  7.8194 84.7167  7.4639  7.8194 84.7167  7.4639
809.9282  8.1085 84.4291  7.4624  8.1085 84.4291  7.4624
809.3995  8.4017 84.1378  7.4605  8.4017 84.1378  7.4605
808.8715  8.6988 83.8429  7.4583  8.6988 83.8429  7.4583
808.3442  8.9996 83.5447  7.4557  8.9996 83.5447  7.4557
807.8176  9.3040 83.2432  7.4528  9.3040 83.2432  7.4528
807.2917  9.6120 82.9385  7.4495  9.6120 82.9385  7.4495
806.7664  9.9233 82.6307  7.4459  9.9233 82.6307  7.4459
806.2419 10.2379 82.3201  7.4420 10.2379 82.3201  7.4420
805.7180 10.5556 82.0066  7.4378 10.5556 82.0066  7.4378
805.1948 10.8762 81.6905  7.4333 10.8762 81.6905  7.4333
804.6723 11.1997 81.3718  7.4285 11.1997 81.3718  7.4285
804.1505 11.5259 81.0507  7.4234 11.5259 81.0507  7.4234
803.6293 11.8547 80.7272  7.4181 11.8547 80.7272  7.4181
803.1088 12.1860 80.4016  7.4125 12.1860 80.4016  7.4125
802.5890 12.5195 80.0738  7.4066 12.5195 80.0738  7.4066
802.0699 12.8553 79.7442  7.4005 12.8553 79.7442  7.4005
801.5514 13.1932 79.4126  7.3942 13.1932 79.4126  7.3942
801.0336 13.5329 79.0794  7.3877 13.5329 79.0794  7.3877
800.5165 13.8745 78.7446  7.3809 13.8745 78.7446  7.3809
800.0000 14.2178 78.4082  7.3740 14.2178 78.4082  7.3740
799.4842 14.5627 78.0705  7.3668 14.5627 78.0705  7.3668
798.9691 14.9089 77.7315  7.3595 14.9089 77.7315  7.3595
798.4546 15.2565 77.3914  7.3521 15.2565 77.3914  7.3521
797.9408 15.6053 77.0502  7.3444 15.6053 77.0502  7.3444
797.4277 15.9552 76.7081  7.3367 15.9552 76.7081  7.3367
796.9152 16.3061 76.3652  7.3287 16.3061 76.3652  7.3287
796.4033 16.6578 76.0215  7.3207 16.6578 76.0215  7.3207
795.8922 17.0102 75.6773  7.3126 17.0102 75.6773  7.3126
795.3817 17.3632 75.3325  7.3043 17.3632 75.3325  7.3043
794.8718 17.7167 74.9873  7.2960 17.7167 74.9873  7.2960
794.3626 18.0707 74.6418  7.2876 18.0707 74.6418  7.2876
793.8540 18.4249 74.2961  7.2791 18.4249 74.2961  7.2791
793.3461 18.7793 73.9502  7.2705 18.7793 73.9502  7.2705
792.8389 19.1337 73.6044  7.2619 19.1337 73.6044  7.2619
792.3323 19.4882 73.2586  7.2532 19.4882 73.2586  7.2532
791.8263 19.8424 72.9130  7.2445 19.8424 72.9130  7.2445
791.3210 20.1965 72.5676  7.2358 20.1965 72.5676  7.2358
790.8163 20.5502 72.2226  7.2271 20.5502 72.2226  7.2271
790.3123 20.9036 71.8780  7.2184 20.9036 71.8780  7.2184
789.8089 21.2563 71.5340  7.2097 21.2563 71.5340  7.2097
789.3062 21.6085 71.1905  7.2010 21.6085 71.1905  7.2010
788.8041 21.9600 70.8477  7.1923 21.9600 70.8477  7.1923
788.3026 22.3107 70.5056  7.1837 22.3107 70.5056  7.1837
787.8018 22.6605 70.1644  7.1751 22.6605 70.1644  7.1751
787.3016 23.0093 69.8241  7.1666 23.0093 69.8241  7.1666
786.8020 23.3571 69.4848  7.1581 23.3571 69.4848  7.1581
786.3031 23.7038 69.1465  7.1497 23.7038 69.1465  7.1497
785.8048 24.0492 68.8093  7.1414 24.0492 68.8093  7.1414
785.3072 24.3934 68.4734  7.1332 24.3934 68.4734  7.1332
784.8101 24.7362 68.1387  7.1251 24.7362 68.1387  7.1251
784.3137 25.0776 67.8053  7.1171 25.0776 67.8053  7.1171
783.8180 25.4175 67.4733  7.1092 25.4175 67.4733  7.1092
783.3228 25.7559 67.1427  7.1015 25.7559 67.1427  7.1015
782.8283 26.0925 66.8136  7.0938 26.0925 66.8136  7.0938
782.3344 26.4275 66.4861  7.0864 26.4275 66.4861  7.0864
781.8411 26.7607 66.1602  7.0791 26.7607 66.1602  7.0791
781.3485 27.0921 65.8360  7.0719 27.0921 65.8360  7.0719
780.8564 27.4216 65.5135  7.0649 27.4216 65.5135  7.0649
780.3650 27.7491 65.1928  7.0581 27.7491 65.1928  7.0581
779.8742 28.0747 64.8738  7.0515 28.0747 64.8738  7.0515
779.3840 28.3981 64.5568  7.0451 28.3981 64.5568  7.0451
778.8945 28.7195 64.2417  7.0389 28.7195 64.2417  7.0389
778.4055 29.0387 63.9285  7.0328 29.0387 63.9285  7.0328
777.9172 29.3556 63.6173  7.0271 29.3556 63.6173  7.0271
777.4295 29.6703 63.3082  7.0215 29.6703 63.3082  7.0215
776.9424 29.9827 63.0011  7.0162 29.9827 63.0011  7.0162
776.4559 30.2928 62.6962  7.0111 30.2928 62.6962  7.0111
775.9700 30.6004 62.3934  7.0062 30.6004 62.3934  7.0062
775.4847 30.9056 62.0928  7.0017 30.9056 62.0928  7.0017
775.0000 31.2082 61.7944  6.9973 31.2082 61.7944  6.9973
774.5159 31.5084 61.4983  6.9933 31.5084 61.4983  6.9933
774.0325 31.8060 61.2045  6.9895 31.8060 61.2045  6.9895
773.5496 32.1010 60.9130  6.9860 32.1010 60.9130  6.9860
773.0673 32.3933 60.6238  6.9829 32.3933 60.6238  6.9829
772.5857 32.6830 60.3370  6.9800 32.6830 60.3370  6.9800
772.1046 32.9700 60.0526  6.9774 32.9700 60.0526  6.9774
771.6241 33.2542 59.7707  6.9751 33.2542 59.7707  6.9751
771.1443 33.5357 59.4912  6.9732 33.5357 59.4912  6.9732
770.6650 33.8143 59.2141  6.9715 33.8143 59.2141  6.9715
770.1863 34.0902 58.9396  6.9703 34.0902 58.9396  6.9703
769.7083 34.3631 58.6676  6.9693 34.3631 58.6676  6.9693
769.2308 34.6332 58.3981  6.9687 34.6332 58.3981  6.9687
768.7539 34.9004 58.1311  6.9685 34.9004 58.1311  6.9685
768.2776 35.1647 57.8668  6.9686 35.1647 57.8668  6.9686
767.8019 35.4260 57.6050  6.9691 35.4260 57.6050  6.9691
767.3267 35.6843 57.3458  6.9699 35.6843 57.3458  6.9699
766.8522 35.9396 57.0892  6.9712 35.9396 57.0892  6.9712
766.3782 36.1919 56.8353  6.9728 36.1919 56.8353  6.9728
765.9049 36.4412 56.5841  6.9748 36.4412 56.5841  6.9748
765.4321 36.6874 56.3354  6.9772 36.6874 56.3354  6.9772
764.9599 36.9305 56.0895  6.9800 36.9305 56.0895  6.9800
764.4883 37.1705 55.8462  6.9833 37.1705 55.8462  6.9833
764.0173 37.4074 55.6057  6.9869 37.4074 55.6057  6.9869
763.5468 37.6412 55.3678  6.9910 37.6412 55.3678  6.9910
763.0769 37.8719 55.1327  6.9955 37.8719 55.1327  6.9955
762.6076 38.0993 54.9002  7.0004 38.0993 54.9002  7.0004
762.1389 38.3237 54.6705  7.0058 38.3237 54.6705  7.0058
761.6708 38.5448 54.4436  7.0116 38.5448 54.4436  7.0116
761.2032 38.7627 54.2194  7.0179 38.7627 54.2194  7.0179
760.7362 38.9774 53.9979  7.0247 38.9774 53.9979  7.0247
760.2698 39.1889 53.7792  7.0319 39.1889 53.7792  7.0319
759.8039 39.3972 53.5632  7.0396 39.3972 53.5632  7.0396
759.3386 39.6022 53.3500  7.0478 39.6022 53.3500  7.0478
758.8739 39.8040 53.1396  7.0564 39.8040 53.1396  7.0564
758.4098 40.0025 52.9319  7.0656 40.0025 52.9319  7.0656
757.9462 40.1977 52.7271  7.0752 40.1977 52.7271  7.0752
757.4832 40.3897 52.5250  7.0854 40.3897 52.5250  7.0854
757.0208 40.5783 52.3257  7.0960 40.5783 52.3257  7.0960
756.5589 40.7637 52.1291  7.1072 40.7637 52.1291  7.1072
756.0976 40.9457 51.9354  7.1189 40.9457 51.9354  7.1189
755.6368 41.1244 51.7444  7.1312 41.1244 51.7444  7.1312
755.1766 41.2998 51.5563  7.1439 41.2998 51.5563  7.1439
754.7170 41.4718 51.3709  7.1573 41.4718 51.3709  7.1573
754.2579 41.6406 51.1883  7.1711 41.6406 51.1883  7.1711
753.7994 41.8059 51.0085  7.1856 41.8059 51.0085  7.1856
753.3414 41.9679 50.8315  7.2005 41.9679 50.8315  7.2005
752.8840 42.1266 50.6573  7.2161 42.1266 50.6573  7.2161
752.4272 42.2818 50.4859  7.2322 42.2818 50.4859  7.2322
751.9709 42.4337 50.3173  7.2490 42.4337 50.3173  7.2490
751.5152 42.5823 50.1515  7.2663 42.5823 50.1515  7.2663
751.0600 42.7274 49.9885  7.2842 42.7274 49.9885  7.2842
750.6053 42.8691 49.8282  7.3027 42.8691 49.8282  7.3027
750.1512 43.0074 49.6708  7.3218 43.0074 49.6708  7.3218
749.6977 43.1423 49.5161  7.3415 43.1423 49.5161  7.3415
749.2447 43.2738 49.3643  7.3619 43.2738 49.3643  7.3619
748.7923 43.4019 49.2152  7.3829 43.4019 49.2152  7.3829
748.3404 43.5266 49.0689  7.4045 43.5266 49.0689  7.4045
747.8890 43.6478 48.9254  7.4268 43.6478 48.9254  7.4268
747.4382 43.7656 48.7847  7.4497 43.7656 48.7847  7.4497
746.9880 43.8799 48.6468  7.4733 43.8799 48.6468  7.4733
746.5382 43.9908 48.5117  7.4976 43.9908 48.5117  7.4976
746.0890 44.0982 48.3793  7.5225 44.0982 48.3793  7.5225
745.6404 44.2021 48.2498  7.5481 44.2021 48.2498  7.5481
745.1923 44.3026 48.1230  7.5744 44.3026 48.1230  7.5744
744.7447 44.3996 47.9990  7.6014 44.3996 47.9990  7.6014
744.2977 44.4931 47.8778  7.6291 44.4931 47.8778  7.6291
743.8512 44.5831 47.7594  7.6576 44.5831 47.7594  7.6576
743.4053 44.6695 47.6438  7.6867 44.6695 47.6438  7.6867
742.9599 44.7525 47.5309  7.7166 44.7525 47.5309  7.7166
742.5150 44.8320 47.4208  7.7472 44.8320 47.4208  7.7472
742.0706 44.9079 47.3135  7.7785 44.9079 47.3135  7.7785
741.6268 44.9803 47.2090  7.8107 44.9803 47.2090  7.8107
741.1835 45.0492 47.1073  7.8435 45.0492 47.1073  7.8435
740.7407 45.1145 47.0083  7.8772 45.1145 47.0083  7.8772
740.2985 45.1762 46.9122  7.9116 45.1762 46.9122  7.9116
739.8568 45.2343 46.8188  7.9468 45.2343 46.8188  7.9468
739.4156 45.2889 46.7282  7.9829 45.2889 46.7282  7.9829
738.9750 45.3399 46.6404  8.0197 45.3399 46.6404  8.0197
738.5348 45.3873 46.5554  8.0573 45.3873 46.5554  8.0573
738.0952 45.4311 46.4731  8.0958 45.4311 46.4731  8.0958
737.6562 45.4712 46.3937  8.1351 45.4712 46.3937  8.1351
737.2176 45.5077 46.3171  8.1752 45.5077 46.3171  8.1752
736.7796 45.5406 46.2432  8.2162 45.5406 46.2432  8.2162
736.3420 45.5698 46.1721  8.2581 45.5698 46.1721  8.2581
735.9050 45.5953 46.1039  8.3008 45.5953 46.1039  8.3008
735.4686 45.6171 46.0384  8.3445 45.6171 46.0384  8.3445
735.0326 45.6353 45.9757  8.3890 45.6353 45.9757  8.3890
734.5972 45.6497 45.9159  8.4344 45.6497 45.9159  8.4344
734.1622 45.6605 45.8588  8.4807 45.6605 45.8588  8.4807
733.7278 45.6674 45.8046  8.5280 45.6674 45.8046  8.5280
733.2939 45.6707 45.7532  8.5762 45.6707 45.7532  8.5762
732.8605 45.6702 45.7046  8.6253 45.6702 45.7046  8.6253
732.4276 45.6658 45.6588  8.6754 45.6658 45.6588  8.6754
731.9953 45.6577 45.6158  8.7264 45.6577 45.6158  8.7264
731.5634 45.6458 45.5757  8.7785 45.6458 45.5757  8.7785
731.1321 45.6301 45.5384  8.8315 45.6301 45.5384  8.8315
730.7012 45.6105 45.5040  8.8855 45.6105 45.5040  8.8855
730.2709 45.5870 45.4724  8.9405 45.5870 45.4724  8.9405
729.8411 45.5597 45.4437  8.9966 45.5597 45.4437  8.9966
729.4118 45.5285 45.4179  9.0536 45.5285 45.4179  9.0536
728.9830 45.4934 45.3949  9.1118 45.4934 45.3949  9.1118
728.5546 45.4543 45.3747  9.1709 45.4543 45.3747  9.1709
728.1268 45.4113 45.3575  9.2312 45.4113 45.3575  9.2312
727.6995 45.3643 45.3431  9.2925 45.3643 45.3431  9.2925
727.2727 45.3134 45.3317  9.3549 45.3134 45.3317  9.3549
726.8464 45.2584 45.3231  9.4185 45.2584 45.3231  9.4185
726.4206 45.1994 45.3175  9.4831 45.1994 45.3175  9.4831
725.9953 45.1363 45.3148  9.5489 45.1363 45.3148  9.5489
725.5705 45.0692 45.3150  9.6158 45.0692 45.3150  9.6158
725.1462 44.9980 45.3181  9.6839 44.9980 45.3181  9.6839
724.7224 44.9226 45.3242  9.7531 44.9226 45.3242  9.7531
724.2991 44.8432 45.3333  9.8235 44.8432 45.3333  9.8235
723.8762 44.7596 45.3453  9.8951 44.7596 45.3453  9.8951
723.4539 44.6718 45.3603  9.9679 44.6718 45.3603  9.9679
723.0321 44.5797 45.3783 10.0420 44.5797 45.3783 10.0420
722.6107 44.4835 45.3992 10.1172 44.4835 45.3992 10.1172
722.1899 44.3830 45.4232 10.1937 44.3830 45.4232 10.1937
721.7695 44.2783 45.4502 10.2715 44.2783 45.4502 10.2715
721.3496 44.1692 45.4802 10.3505 44.1692 45.4802 10.3505
720.9302 44.0558 45.5133 10.4309 44.0558 45.5133 10.4309
720.5113 43.9381 45.5494 10.5125 43.9381 45.5494 10.5125
720.0929 43.8160 45.5886 10.5954 43.8160 45.5886 10.5954
719.6750 43.6895 45.6308 10.6797 43.6895 45.6308 10.6797
719.2575 43.5586 45.6762 10.7653 43.5586 45.6762 10.7653
718.8406 43.4232 45.7246 10.8522 43.4232 45.7246 10.8522
718.4241 43.2833 45.7762 10.9405 43.2833 45.7762 10.9405
718.0081 43.1390 45.8308 11.0302 43.1390 45.8308 11.0302
717.5926 42.9901 45.8886 11.1213 42.9901 45.8886 11.1213
717.1776 42.8366 45.9496 11.2138 42.8366 45.9496 11.2138
716.7630 42.6786 46.0137 11.3077 42.6786 46.0137 11.3077
716.3489 42.5160 46.0810 11.4030 42.5160 46.0810 11.4030
715.9353 42.3488 46.1514 11.4998 42.3488 46.1514 11.4998
715.5222 42.1768 46.2251 11.5981 42.1768 46.2251 11.5981
715.1096 42.0003 46.3020 11.6978 42.0003 46.3020 11.6978
714.6974 41.8190 46.3821 11.7990 41.8190 46.3821 11.7990
714.2857 41.6329 46.4654 11.9017 41.6329 46.4654 11.9017
713.8745 41.4421 46.5520 12.0059 41.4421 46.5520 12.0059
713.4638 41.2465 46.6419 12.1116 41.2465 46.6419 12.1116
713.0535 41.0461 46.7350 12.2189 41.0461 46.7350 12.2189
712.6437 40.8409 46.8314 12.3277 40.8409 46.8314 12.3277
712.2343 40.6308 46.9312 12.4380 40.6308 46.9312 12.4380
711.8255 40.4158 47.0342 12.5500 40.4158 47.0342 12.5500
711.4171 40.1959 47.1405 12.6635 40.1959 47.1405 12.6635
711.0092 39.9711 47.2502 12.7786 39.9711 47.2502 12.7786
710.6017 39.7414 47.3633 12.8954 39.7414 47.3633 12.8954
710.1947 39.5066 47.4797 13.0137 39.5066 47.4797 13.0137
709.7882 39.2669 47.5994 13.1337 39.2669 47.5994 13.1337
709.3822 39.0222 47.7226 13.2553 39.0222 47.7226 13.2553
708.9766 38.7724 47.8491 13.3785 38.7724 47.8491 13.3785
708.5714 38.5176 47.9790 13.5034 38.5176 47.9790 13.5034
708.1668 38.2577 48.1123 13.6299 38.2577 48.1123 13.6299
707.7626 37.9928 48.2491 13.7582 37.9928 48.2491 13.7582
707.3588 37.7227 48.3892 13.8881 37.7227 48.3892 13.8881
706.9555 37.4475 48.5328 14.0196 37.4475 48.5328 14.0196
706.5527 37.1673 48.6798 14.1529 37.1673 48.6798 14.1529
706.1503 36.8819 48.8303 14.2879 36.8819 48.8303 14.2879
705.7484 36.5913 48.9841 14.4245 36.5913 48.9841 14.4245
705.3470 36.2957 49.1414 14.5629 36.2957 49.1414 14.5629
704.9460 35.9949 49.3022 14.7030 35.9949 49.3022 14.7030
704.5455 35.6889 49.4664 14.8447 35.6889 49.4664 14.8447
704.1454 35.3778 49.6340 14.9882 35.3778 49.6340 14.9882
703.7457 35.0616 49.8050 15.1334 35.0616 49.8050 15.1334
703.3466 34.7402 49.9795 15.2803 34.7402 49.9795 15.2803
702.9478 34.4137 50.1574 15.4289 34.4137 50.1574 15.4289
702.5496 34.0821 50.3387 15.5792 34.0821 50.3387 15.5792
702.1518 33.7454 50.5235 15.7311 33.7454 50.5235 15.7311
701.7544 33.4036 50.7116 15.8848 33.4036 50.7116 15.8848
701.3575 33.0567 50.9031 16.0402 33.0567 50.9031 16.0402
700.9610 32.7049 51.0979 16.1972 32.7049 51.0979 16.1972
700.5650 32.3480 51.2961 16.3559 32.3480 51.2961 16.3559
700.1694 31.9861 51.4976 16.5163 31.9861 51.4976 16.5163
699.7743 31.6193 51.7025 16.6783 31.6193 51.7025 16.6783
699.3796 31.2476 51.9105 16.8419 31.2476 51.9105 16.8419
698.9853 30.8710 52.1219 17.0071 30.8710 52.1219 17.0071
