 lambda      Rs      Ts      As      Rp      Tp      Ap
876.9448 14.5506 80.3348  5.1146 14.5506 80.3348  5.1146
876.3251 14.2037 80.6431  5.1532 14.2037 80.6431  5.1532
875.7062 13.8577 80.9505  5.1919 13.8577 80.9505  5.1919
875.0882 13.5126 81.2567  5.2307 13.5126 81.2567  5.2307
874.4711 13.1687 81.5617  5.2696 13.1687 81.5617  5.2696
873.8548 12.8261 81.8654  5.3085 12.8261 81.8654  5.3085
873.2394 12.4848 82.1675  5.3476 12.4848 82.1675  5.3476
872.6249 12.1450 82.4681  5.3868 12.1450 82.4681  5.3868
872.0113 11.8069 82.7670  5.4261 11.8069 82.7670  5.4261
871.3985 11.4705 83.0641  5.4654 11.4705 83.0641  5.4654
870.7865 11.1360 83.3592  5.5048 11.1360 83.3592  5.5048
870.1754 10.8035 83.6523  5.5442 10.8035 83.6523  5.5442
869.5652 10.4732 83.9431  5.5836 10.4732 83.9431  5.5836
868.9559 10.1452 84.2316  5.6231 10.1452 84.2316  5.6231
868.3473  9.8197 84.5177  5.6626  9.8197 84.5177  5.6626
867.7397  9.4967 84.8011  5.7021  9.4967 84.8011  5.7021
867.1329  9.1765 85.0818  5.7416  9.1765 85.0818  5.7416
866.5269  8.8592 85.3597  5.7811  8.8592 85.3597  5.7811
865.9218  8.5449 85.6345  5.8206  8.5449 85.6345  5.8206
865.3175  8.2338 85.9062  5.8600  8.2338 85.9062  5.8600
864.7141  7.9261 86.1746  5.8994  7.9261 86.1746  5.8994
864.1115  7.6218 86.4395  5.9386  7.6218 86.4395  5.9386
863.5097  7.3212 86.7009  5.9779  7.3212 86.7009  5.9779
862.9088  7.0244 86.9586  6.0170  7.0244 86.9586  6.0170
862.3088  6.7316 87.2124  6.0560  6.7316 87.2124  6.0560
861.7095  6.4429 87.4622  6.0949  6.4429 87.4622  6.0949
861.1111  6.1584 87.7079  6.1337  6.1584 87.7079  6.1337
860.5135  5.8784 87.9492  6.1724  5.8784 87.9492  6.1724
859.9168  5.6030 88.1861  6.2108  5.6030 88.1861  6.2108
859.3209  5.3324 88.4185  6.2492  5.3324 88.4185  6.2492
858.7258  5.0666 88.6461  6.2873  5.0666 88.6461  6.2873
858.1315  4.8060 88.8688  6.3252  4.8060 88.8688  6.3252
857.5380  4.5505 89.0865  6.3629  4.5505 89.0865  6.3629
856.9454  4.3005 89.2991  6.4004  4.3005 89.2991  6.4004
856.3536  4.0560 89.5063  6.4377  4.0560 89.5063  6.4377
855.7626  3.8172 89.7081  6.4747  3.8172 89.7081  6.4747
855.1724  3.5843 89.9042  6.5114  3.5843 89.9042  6.5114
854.5830  3.3575 90.0947  6.5479  3.3575 90.0947  6.5479
853.9945  3.1368 90.2792  6.5840  3.1368 90.2792  6.5840
853.4067  2.9224 90.4578  6.6198  2.9224 90.4578  6.6198
852.8198  2.7145 90.6302  6.6553  2.7145 90.6302  6.6553
852.2337  2.5132 90.7963  6.6905  2.5132 90.7963  6.6905
851.6484  2.3187 90.9560  6.7253  2.3187 90.9560  6.7253
851.0638  2.1312 91.1091  6.7597  2.1312 91.1091  6.7597
850.4801  1.9507 91.2556  6.7938  1.9507 91.2556  6.7938
849.8972  1.7774 91.3952  6.8274  1.7774 91.3952  6.8274
849.3151  1.6114 91.5280  6.8606  1.6114 91.5280  6.8606
848.7337  1.4529 91.6537  6.8934  1.4529 91.6537  6.8934
848.1532  1.3021 91.7722  6.9257  1.3021 91.7722  6.9257
847.5735  1.1589 91.8835  6.9576  1.1589 91.8835  6.9576
846.9945  1.0236 91.9874  6.9890  1.0236 91.9874  6.9890
846.4164  0.8963 92.0838  7.0199  0.8963 92.0838  7.0199
845.8390  0.7771 92.1726  7.0503  0.7771 92.1726  7.0503
845.2624  0.6660 92.2538  7.0802  0.6660 92.2538  7.0802
844.6866  0.5633 92.3272  7.1095  0.5633 92.3272  7.1095
844.1116  0.4690 92.3927  7.1384  0.4690 92.3927  7.1384
843.5374  0.3832 92.4502  7.1666  0.3832 92.4502  7.1666
842.9640  0.3059 92.4998  7.1943  0.3059 92.4998  7.1943
842.3913  0.2374 92.5412  7.2214  0.2374 92.5412  7.2214
841.8194  0.1776 92.5745  7.2479  0.1776 92.5745  7.2479
841.2483  0.1267 92.5995  7.2738  0.1267 92.5995  7.2738
840.6780  0.0846 92.6162  7.2991  0.0846 92.6162  7.2991
840.1084  0.0516 92.6246  7.3238  0.0516 92.6246  7.3238
839.5396  0.0276 92.6246  7.3478  0.0276 92.6246  7.3478
838.9716  0.0126 92.6161  7.3712  0.0126 92.6161  7.3712
838.4043  0.0068 92.5992  7.3939  0.0068 92.5992  7.3939
837.8378  0.0102 92.5738  7.4160  0.0102 92.5738  7.4160
837.2721  0.0228 92.5398  7.4374  0.0228 92.5398  7.4374
836.7072  0.0446 92.4973  7.4581  0.0446 92.4973  7.4581
836.1430  0.0757 92.4462  7.4781  0.0757 92.4462  7.4781
835.5795  0.1160 92.3866  7.4974  0.1160 92.3866  7.4974
835.0168  0.1657 92.3184  7.5160  0.1657 92.3184  7.5160
834.4549  0.2246 92.2416  7.5338  0.2246 92.2416  7.5338
833.8937  0.2928 92.1562  7.5510  0.2928 92.1562  7.5510
833.3333  0.3702 92.0623  7.5674  0.3702 92.0623  7.5674
832.7737  0.4569 91.9599  7.5831  0.4569 91.9599  7.5831
832.2148  0.5528 91.8490  7.5981  0.5528 91.8490  7.5981
831.6566  0.6580 91.7297  7.6123  0.6580 91.7297  7.6123
831.0992  0.7722 91.6019  7.6258  0.7722 91.6019  7.6258
830.5425  0.8956 91.4658  7.6386  0.8956 91.4658  7.6386
829.9866  1.0281 91.3214  7.6506  1.0281 91.3214  7.6506
829.4314  1.1695 91.1687  7.6618  1.1695 91.1687  7.6618
828.8770  1.3199 91.0078  7.6723  1.3199 91.0078  7.6723
828.3233  1.4791 90.8388  7.6821  1.4791 90.8388  7.6821
827.7704  1.6472 90.6618  7.6911  1.6472 90.6618  7.6911
827.2181  1.8240 90.4768  7.6993  1.8240 90.4768  7.6993
826.6667  2.0093 90.2839  7.7068  2.0093 90.2839  7.7068
826.1159  2.2032 90.0832  7.7135  2.2032 90.0832  7.7135
825.5659  2.4056 89.8749  7.7195  2.4056 89.8749  7.7195
825.0166  2.6163 89.6589  7.7248  2.6163 89.6589  7.7248
824.4681  2.8352 89.4355  7.7293  2.8352 89.4355  7.7293
823.9203  3.0621 89.2048  7.7331  3.0621 89.2048  7.7331
823.3732  3.2971 88.9667  7.7361  3.2971 88.9667  7.7361
822.8268  3.5399 88.7216  7.7385  3.5399 88.7216  7.7385
822.2812  3.7905 88.4694  7.7401  3.7905 88.4694  7.7401
821.7362  4.0486 88.2104  7.7409  4.0486 88.2104  7.7409
821.1921  4.3142 87.9446  7.7411  4.3142 87.9446  7.7411
820.6486  4.5871 87.6723  7.7406  4.5871 87.6723  7.7406
820.1058  4.8672 87.3934  7.7394  4.8672 87.3934  7.7394
819.5638  5.1543 87.1083  7.7374  5.1543 87.1083  7.7374
819.0225  5.4482 86.8169  7.7349  5.4482 86.8169  7.7349
818.4818  5.7489 86.5195  7.7316  5.7489 86.5195  7.7316
817.9420  6.0561 86.2163  7.7277  6.0561 86.2163  7.7277
817.4028  6.3696 85.9073  7.7231  6.3696 85.9073  7.7231
816.8643  6.6894 85.5928  7.7179  6.6894 85.5928  7.7179
816.3265  7.0152 85.2728  7.7120  7.0152 85.2728  7.7120
815.7895  7.3469 84.9476  7.7055  7.3469 84.9476  7.7055
815.2531  7.6843 84.6173  7.6984  7.6843 84.6173  7.6984
814.7175  8.0272 84.2821  7.6907  8.0272 84.2821  7.6907
814.1825  8.3755 83.9421  7.6824  8.3755 83.9421  7.6824
813.6483  8.7289 83.5975  7.6736  8.7289 83.5975  7.6736
813.1148  9.0874 83.2485  7.6642  9.0874 83.2485  7.6642
812.5819  9.4506 82.8952  7.6542  9.4506 82.8952  7.6542
812.0498  9.8185 82.5378  7.6437  9.8185 82.5378  7.6437
811.5183 10.1909 82.1765  7.6326 10.1909 82.1765  7.6326
810.9876 10.5675 81.8115  7.6210 10.5675 81.8115  7.6210
810.4575 10.9482 81.4428  7.6090 10.9482 81.4428  7.6090
809.9282 11.3329 81.0707  7.5964 11.3329 81.0707  7.5964
809.3995 11.7212 80.6954  7.5834 11.7212 80.6954  7.5834
808.8715 12.1132 80.3170  7.5699 12.1132 80.3170  7.5699
808.3442 12.5085 79.9356  7.5559 12.5085 79.9356  7.5559
807.8176 12.9070 79.5515  7.5415 12.9070 79.5515  7.5415
807.2917 13.3085 79.1648  7.5267 13.3085 79.1648  7.5267
806.7664 13.7128 78.7756  7.5115 13.7128 78.7756  7.5115
806.2419 14.1198 78.3842  7.4959 14.1198 78.3842  7.4959
805.7180 14.5294 77.9907  7.4799 14.5294 77.9907  7.4799
805.1948 14.9412 77.5952  7.4636 14.9412 77.5952  7.4636
804.6723 15.3552 77.1979  7.4469 15.3552 77.1979  7.4469
804.1505 15.7711 76.7990  7.4299 15.7711 76.7990  7.4299
803.6293 16.1889 76.3986  7.4125 16.1889 76.3986  7.4125
803.1088 16.6083 75.9968  7.3948 16.6083 75.9968  7.3948
802.5890 17.0292 75.5939  7.3769 17.0292 75.5939  7.3769
802.0699 17.4514 75.1899  7.3586 17.4514 75.1899  7.3586
801.5514 17.8748 74.7850  7.3401 17.8748 74.7850  7.3401
801.0336 18.2992 74.3794  7.3214 18.2992 74.3794  7.3214
800.5165 18.7245 73.9732  7.3024 18.7245 73.9732  7.3024
800.0000 19.1504 73.5664  7.2832 19.1504 73.5664  7.2832
799.4842 19.5769 73.1594  7.2637 19.5769 73.1594  7.2637
798.9691 20.0038 72.7521  7.2441 20.0038 72.7521  7.2441
798.4546 20.4310 72.3447  7.2243 20.4310 72.3447  7.2243
797.9408 20.8583 71.9374  7.2043 20.8583 71.9374  7.2043
797.4277 21.2856 71.5303  7.1842 21.2856 71.5303  7.1842
796.9152 21.7127 71.1234  7.1639 21.7127 71.1234  7.1639
796.4033 22.1396 70.7170  7.1435 22.1396 70.7170  7.1435
795.8922 22.5660 70.3110  7.1229 22.5660 70.3110  7.1229
795.3817 22.9920 69.9058  7.1023 22.9920 69.9058  7.1023
794.8718 23.4172 69.5012  7.0815 23.4172 69.5012  7.0815
794.3626 23.8417 69.0976  7.0607 23.8417 69.0976  7.0607
793.8540 24.2653 68.6949  7.0399 24.2653 68.6949  7.0399
793.3461 24.6879 68.2932  7.0189 24.6879 68.2932  7.0189
792.8389 25.1093 67.8927  6.9979 25.1093 67.8927  6.9979
792.3323 25.5296 67.4935  6.9769 25.5296 67.4935  6.9769
791.8263 25.9485 67.0957  6.9559 25.9485 67.0957  6.9559
791.3210 26.3659 66.6992  6.9348 26.3659 66.6992  6.9348
790.8163 26.7819 66.3043  6.9138 26.7819 66.3043  6.9138
790.3123 27.1962 65.9111  6.8928 27.1962 65.9111  6.8928
789.8089 27.6087 65.5195  6.8718 27.6087 65.5195  6.8718
789.3062 28.0195 65.1297  6.8508 28.0195 65.1297  6.8508
788.8041 28.4284 64.7417  6.8299 28.4284 64.7417  6.8299
788.3026 28.8352 64.3557  6.8090 28.8352 64.3557  6.8090
787.8018 29.2401 63.9717  6.7882 29.2401 63.9717  6.7882
787.3016 29.6427 63.5898  6.7675 29.6427 63.5898  6.7675
786.8020 30.0432 63.2100  6.7469 30.0432 63.2100  6.7469
786.3031 30.4413 62.8324  6.7263 30.4413 62.8324  6.7263
785.8048 30.8371 62.4570  6.7059 30.8371 62.4570  6.7059
785.3072 31.2304 62.0840  6.6856 31.2304 62.0840  6.6856
784.8101 31.6213 61.7134  6.6654 31.6213 61.7134  6.6654
784.3137 32.0096 61.3451  6.6453 32.0096 61.3451  6.6453
783.8180 32.3952 60.9794  6.6254 32.3952 60.9794  6.6254
783.3228 32.7782 60.6162  6.6056 32.7782 60.6162  6.6056
782.8283 33.1584 60.2556  6.5860 33.1584 60.2556  6.5860
782.3344 33.5358 59.8976  6.5665 33.5358 59.8976  6.5665
781.8411 33.9104 59.5423  6.5472 33.9104 59.5423  6.5472
781.3485 34.2821 59.1897  6.5282 34.2821 59.1897  6.5282
780.8564 34.6509 58.8399  6.5093 34.6509 58.8399  6.5093
780.3650 35.0167 58.4928  6.4905 35.0167 58.4928  6.4905
779.8742 35.3794 58.1486  6.4720 35.3794 58.1486  6.4720
779.3840 35.7391 57.8072  6.4538 35.7391 57.8072  6.4538
778.8945 36.0956 57.4687  6.4357 36.0956 57.4687  6.4357
778.4055 36.4490 57.1331  6.4179 36.4490 57.1331  6.4179
777.9172 36.7993 56.8005  6.4003 36.7993 56.8005  6.4003
777.4295 37.1463 56.4708  6.3829 37.1463 56.4708  6.3829
776.9424 37.4901 56.1442  6.3658 37.4901 56.1442  6.3658
776.4559 37.8306 55.8205  6.3489 37.8306 55.8205  6.3489
775.9700 38.1677 55.4999  6.3323 38.1677 55.4999  6.3323
775.4847 38.5016 55.1824  6.3160 38.5016 55.1824  6.3160
775.0000 38.8321 54.8679  6.3000 38.8321 54.8679  6.3000
774.5159 39.1592 54.5566  6.2842 39.1592 54.5566  6.2842
774.0325 39.4830 54.2483  6.2687 39.4830 54.2483  6.2687
773.5496 39.8033 53.9432  6.2535 39.8033 53.9432  6.2535
773.0673 40.1201 53.6413  6.2386 40.1201 53.6413  6.2386
772.5857 40.4335 53.3425  6.2240 40.4335 53.3425  6.2240
772.1046 40.7435 53.0468  6.2097 40.7435 53.0468  6.2097
771.6241 41.0499 52.7544  6.1957 41.0499 52.7544  6.1957
771.1443 41.3528 52.4651  6.1821 41.3528 52.4651  6.1821
770.6650 41.6522 52.1790  6.1688 41.6522 52.1790  6.1688
770.1863 41.9481 51.8961  6.1558 41.9481 51.8961  6.1558
769.7083 42.2404 51.6165  6.1431 42.2404 51.6165  6.1431
769.2308 42.5292 51.3400  6.1308 42.5292 51.3400  6.1308
768.7539 42.8144 51.0668  6.1188 42.8144 51.0668  6.1188
768.2776 43.0961 50.7968  6.1072 43.0961 50.7968  6.1072
767.8019 43.3741 50.5300  6.0959 43.3741 50.5300  6.0959
767.3267 43.6486 50.2664  6.0850 43.6486 50.2664  6.0850
766.8522 43.9195 50.0060  6.0745 43.9195 50.0060  6.0745
766.3782 44.1867 49.7489  6.0643 44.1867 49.7489  6.0643
765.9049 44.4504 49.4950  6.0545 44.4504 49.4950  6.0545
765.4321 44.7105 49.2444  6.0451 44.7105 49.2444  6.0451
764.9599 44.9669 48.9969  6.0361 44.9669 48.9969  6.0361
764.4883 45.2198 48.7527  6.0275 45.2198 48.7527  6.0275
764.0173 45.4690 48.5117  6.0193 45.4690 48.5117  6.0193
763.5468 45.7146 48.2740  6.0114 45.7146 48.2740  6.0114
763.0769 45.9566 48.0394  6.0040 45.9566 48.0394  6.0040
762.6076 46.1950 47.8081  5.9970 46.1950 47.8081  5.9970
762.1389 46.4297 47.5799  5.9904 46.4297 47.5799  5.9904
761.6708 46.6608 47.3550  5.9842 46.6608 47.3550  5.9842
761.2032 46.8883 47.1332  5.9784 46.8883 47.1332  5.9784
760.7362 47.1122 46.9147  5.9731 47.1122 46.9147  5.9731
760.2698 47.3325 46.6993  5.9682 47.3325 46.6993  5.9682
759.8039 47.5491 46.4872  5.9637 47.5491 46.4872  5.9637
759.3386 47.7621 46.2782  5.9597 47.7621 46.2782  5.9597
758.8739 47.9715 46.0723  5.9561 47.9715 46.0723  5.9561
758.4098 48.1773 45.8697  5.9530 48.1773 45.8697  5.9530
757.9462 48.3795 45.6702  5.9504 48.3795 45.6702  5.9504
757.4832 48.5780 45.4738  5.9482 48.5780 45.4738  5.9482
757.0208 48.7730 45.2806  5.9464 48.7730 45.2806  5.9464
756.5589 48.9643 45.0905  5.9452 48.9643 45.0905  5.9452
756.0976 49.1520 44.9036  5.9444 49.1520 44.9036  5.9444
755.6368 49.3361 44.7198  5.9441 49.3361 44.7198  5.9441
755.1766 49.5166 44.5391  5.9443 49.5166 44.5391  5.9443
754.7170 49.6935 44.3615  5.9450 49.6935 44.3615  5.9450
754.2579 49.8668 44.1870  5.9461 49.8668 44.1870  5.9461
753.7994 50.0365 44.0157  5.9478 50.0365 44.0157  5.9478
753.3414 50.2026 43.8474  5.9500 50.2026 43.8474  5.9500
752.8840 50.3651 43.6822  5.9527 50.3651 43.6822  5.9527
752.4272 50.5240 43.5200  5.9559 50.5240 43.5200  5.9559
751.9709 50.6794 43.3610  5.9597 50.6794 43.3610  5.9597
751.5152 50.8311 43.2050  5.9639 50.8311 43.2050  5.9639
751.0600 50.9792 43.0520  5.9688 50.9792 43.0520  5.9688
750.6053 51.1237 42.9022  5.9741 51.1237 42.9022  5.9741
750.1512 51.2647 42.7553  5.9800 51.2647 42.7553  5.9800
749.6977 51.4020 42.6115  5.9865 51.4020 42.6115  5.9865
749.2447 51.5357 42.4708  5.9935 51.5357 42.4708  5.9935
748.7923 51.6659 42.3330  6.0011 51.6659 42.3330  6.0011
748.3404 51.7925 42.1983  6.0092 51.7925 42.1983  6.0092
747.8890 51.9154 42.0666  6.0180 51.9154 42.0666  6.0180
747.4382 52.0348 41.9380  6.0273 52.0348 41.9380  6.0273
746.9880 52.1505 41.8123  6.0372 52.1505 41.8123  6.0372
746.5382 52.2627 41.6896  6.0477 52.2627 41.6896  6.0477
746.0890 52.3712 41.5700  6.0588 52.3712 41.5700  6.0588
745.6404 52.4762 41.4533  6.0705 52.4762 41.4533  6.0705
745.1923 52.5775 41.3396  6.0829 52.5775 41.3396  6.0829
744.7447 52.6752 41.2290  6.0959 52.6752 41.2290  6.0959
744.2977 52.7692 41.1213  6.1095 52.7692 41.1213  6.1095
743.8512 52.8597 41.0166  6.1237 52.8597 41.0166  6.1237
743.4053 52.9465 40.9148  6.1386 52.9465 40.9148  6.1386
742.9599 53.0297 40.8161  6.1542 53.0297 40.8161  6.1542
742.5150 53.1092 40.7204  6.1704 53.1092 40.7204  6.1704
742.0706 53.1851 40.6276  6.1873 53.1851 40.6276  6.1873
741.6268 53.2573 40.5378  6.2049 53.2573 40.5378  6.2049
741.1835 53.3258 40.4510  6.2232 53.3258 40.4510  6.2232
740.7407 53.3907 40.3671  6.2422 53.3907 40.3671  6.2422
740.2985 53.4519 40.2863  6.2619 53.4519 40.2863  6.2619
739.8568 53.5093 40.2084  6.2823 53.5093 40.2084  6.2823
739.4156 53.5631 40.1335  6.3034 53.5631 40.1335  6.3034
738.9750 53.6131 40.0616  6.3253 53.6131 40.0616  6.3253
738.5348 53.6595 39.9926  6.3479 53.6595 39.9926  6.3479
738.0952 53.7020 39.9267  6.3713 53.7020 39.9267  6.3713
737.6562 53.7408 39.8638  6.3954 53.7408 39.8638  6.3954
737.2176 53.7758 39.8038  6.4203 53.7758 39.8038  6.4203
736.7796 53.8071 39.7469  6.4460 53.8071 39.7469  6.4460
736.3420 53.8345 39.6929  6.4726 53.8345 39.6929  6.4726
735.9050 53.8581 39.6420  6.4999 53.8581 39.6420  6.4999
735.4686 53.8779 39.5941  6.5280 53.8779 39.5941  6.5280
735.0326 53.8938 39.5492  6.5570 53.8938 39.5492  6.5570
734.5972 53.9059 39.5073  6.5868 53.9059 39.5073  6.5868
734.1622 53.9140 39.4685  6.6175 53.9140 39.4685  6.6175
733.7278 53.9183 39.4327  6.6490 53.9183 39.4327  6.6490
733.2939 53.9186 39.4000  6.6814 53.9186 39.4000  6.6814
732.8605 53.9149 39.3703  6.7147 53.9149 39.3703  6.7147
732.4276 53.9073 39.3437  6.7490 53.9073 39.3437  6.7490
731.9953 53.8957 39.3202  6.7841 53.8957 39.3202  6.7841
731.5634 53.8800 39.2998  6.8202 53.8800 39.2998  6.8202
731.1321 53.8603 39.2825  6.8572 53.8603 39.2825  6.8572
730.7012 53.8365 39.2683  6.8952 53.8365 39.2683  6.8952
730.2709 53.8086 39.2572  6.9342 53.8086 39.2572  6.9342
729.8411 53.7766 39.2493  6.9741 53.7766 39.2493  6.9741
729.4118 53.7404 39.2445  7.0151 53.7404 39.2445  7.0151
728.9830 53.7000 39.2429  7.0571 53.7000 39.2429  7.0571
728.5546 53.6554 39.2445  7.1001 53.6554 39.2445  7.1001
728.1268 53.6066 39.2492  7.1442 53.6066 39.2492  7.1442
727.6995 53.5535 39.2572  7.1893 53.5535 39.2572  7.1893
727.2727 53.4960 39.2685  7.2355 53.4960 39.2685  7.2355
726.8464 53.4342 39.2829  7.2829 53.4342 39.2829  7.2829
726.4206 53.3680 39.3007  7.3313 53.3680 39.3007  7.3313
725.9953 53.2973 39.3217  7.3809 53.2973 39.3217  7.3809
725.5705 53.2222 39.3461  7.4317 53.2222 39.3461  7.4317
725.1462 53.1426 39.3737  7.4836 53.1426 39.3737  7.4836
724.7224 53.0585 39.4048  7.5367 53.0585 39.4048  7.5367
724.2991 52.9698 39.4392  7.5911 52.9698 39.4392  7.5911
723.8762 52.8764 39.4769  7.6467 52.8764 39.4769  7.6467
723.4539 52.7784 39.5181  7.7035 52.7784 39.5181  7.7035
723.0321 52.6756 39.5628  7.7616 52.6756 39.5628  7.7616
722.6107 52.5681 39.6109  7.8210 52.5681 39.6109  7.8210
722.1899 52.4558 39.6625  7.8817 52.4558 39.6625  7.8817
721.7695 52.3387 39.7176  7.9437 52.3387 39.7176  7.9437
721.3496 52.2166 39.7762  8.0071 52.2166 39.7762  8.0071
720.9302 52.0896 39.8385  8.0719 52.0896 39.8385  8.0719
720.5113 51.9576 39.9043  8.1381 51.9576 39.9043  8.1381
720.0929 51.8206 39.9737  8.2057 51.8206 39.9737  8.2057
719.6750 51.6784 40.0468  8.2748 51.6784 40.0468  8.2748
719.2575 51.5311 40.1236  8.3454 51.5311 40.1236  8.3454
718.8406 51.3785 40.2041  8.4174 51.3785 40.2041  8.4174
718.4241 51.2207 40.2883  8.4910 51.2207 40.2883  8.4910
718.0081 51.0576 40.3763  8.5661 51.0576 40.3763  8.5661
717.5926 50.8891 40.4681  8.6428 50.8891 40.4681  8.6428
717.1776 50.7151 40.5638  8.7211 50.7151 40.5638  8.7211
716.7630 50.5356 40.6633  8.8011 50.5356 40.6633  8.8011
716.3489 50.3506 40.7667  8.8827 50.3506 40.7667  8.8827
715.9353 50.1599 40.8741  8.9660 50.1599 40.8741  8.9660
715.5222 49.9636 40.9855  9.0510 49.9636 40.9855  9.0510
715.1096 49.7615 41.1009  9.1377 49.7615 41.1009  9.1377
714.6974 49.5535 41.2203  9.2262 49.5535 41.2203  9.2262
714.2857 49.3397 41.3438  9.3165 49.3397 41.3438  9.3165
713.8745 49.1199 41.4715  9.4086 49.1199 41.4715  9.4086
713.4638 48.8941 41.6033  9.5026 48.8941 41.6033  9.5026
713.0535 48.6622 41.7393  9.5985 48.6622 41.7393  9.5985
712.6437 48.4242 41.8795  9.6963 48.4242 41.8795  9.6963
712.2343 48.1799 42.0240  9.7960 48.1799 42.0240  9.7960
711.8255 47.9293 42.1729  9.8978 47.9293 42.1729  9.8978
711.4171 47.6724 42.3261 10.0015 47.6724 42.3261 10.0015
711.0092 47.4090 42.4837 10.1073 47.4090 42.4837 10.1073
710.6017 47.1391 42.6457 10.2152 47.1391 42.6457 10.2152
710.1947 46.8626 42.8122 10.3252 46.8626 42.8122 10.3252
709.7882 46.5795 42.9832 10.4373 46.5795 42.9832 10.4373
709.3822 46.2896 43.1588 10.5516 46.2896 43.1588 10.5516
708.9766 45.9929 43.3389 10.6681 45.9929 43.3389 10.6681
708.5714 45.6894 43.5237 10.7869 45.6894 43.5237 10.7869
708.1668 45.3789 43.7132 10.9079 45.3789 43.7132 10.9079
707.7626 45.0614 43.9073 11.0313 45.0614 43.9073 11.0313
707.3588 44.7368 44.1062 11.1570 44.7368 44.1062 11.1570
706.9555 44.4050 44.3099 11.2850 44.4050 44.3099 11.2850
706.5527 44.0661 44.5184 11.4155 44.0661 44.5184 11.4155
706.1503 43.7198 44.7318 11.5485 43.7198 44.7318 11.5485
705.7484 43.3661 44.9500 11.6839 43.3661 44.9500 11.6839
705.3470 43.0051 45.1732 11.8218 43.0051 45.1732 11.8218
704.9460 42.6365 45.4013 11.9623 42.6365 45.4013 11.9623
704.5455 42.2603 45.6343 12.1053 42.2603 45.6343 12.1053
704.1454 41.8766 45.8724 12.2510 41.8766 45.8724 12.2510
703.7457 41.4852 46.1155 12.3993 41.4852 46.1155 12.3993
703.3466 41.0860 46.3637 12.5503 41.0860 46.3637 12.5503
702.9478 40.6791 46.6169 12.7040 40.6791 46.6169 12.7040
702.5496 40.2643 46.8753 12.8604 40.2643 46.8753 12.8604
702.1518 39.8417 47.1387 13.0196 39.8417 47.1387 13.0196
701.7544 39.4111 47.4073 13.1816 39.4111 47.4073 13.1816
701.3575 38.9726 47.6811 13.3463 38.9726 47.6811 13.3463
700.9610 38.5261 47.9599 13.5140 38.5261 47.9599 13.5140
700.5650 38.0716 48.2439 13.6845 38.0716 48.2439 13.6845
700.1694 37.6090 48.5331 13.8579 37.6090 48.5331 13.8579
699.7743 37.1384 48.8274 14.0342 37.1384 48.8274 14.0342
699.3796 36.6597 49.1268 14.2134 36.6597 49.1268 14.2134
698.9853 36.1730 49.4314 14.3956 36.1730 49.4314 14.3956
