% Model:              fp_sheets _with_NP_V5-ch-fgk17.mph
% Version:            COMSOL 5.3.0.316
% Date:               Jun 18 2021, 21:18
% Table:              L=1000 hf=200 Ag first R=20 h=6 a=3R - Global Evaluation 10 (Rs, Ts)
% lambda0 (nm)                                    Rs (1)                                            Ts (1)
752                                               96.52583439351517                                 0.0010758887206117874
756                                               97.62629525385313                                 5.733995717424349E-4
759.9999999999999                                 98.12694518821435                                 3.497459634177701E-4
763.9999999999999                                 98.40134370250891                                 2.3333075035801768E-4
768                                               98.57097214277472                                 1.6579696251241968E-4
772                                               98.68490794579141                                 1.2347473560177761E-4
776                                               98.76620098581046                                 9.538049622357159E-5
780                                               98.82692881734819                                 7.588160213342107E-5
783.9999999999999                                 98.87391838646448                                 6.185879125727254E-5
787.9999999999999                                 98.91120916401741                                 5.147708610688729E-5
791.9999999999999                                 98.94110447835871                                 4.3605885452189895E-5
796                                               98.96445767544974                                 3.75458820678419E-5
800                                               98.98295155525666                                 3.294289682682217E-5
