% Model:              sheets _with_NP_V3.mph
% Version:            COMSOL 5.3.0.316
% Date:               Apr 14 2021, 14:10
% Table:              h0=1nm - Global Evaluation 7 (Rs, Ts)
% lambda0 (nm)                                    Rs (1)                                            Ts (1)
584.9999999999999                                 38.43358262418183                                 1.5539646913238915E-5
588                                               39.29733025608709                                 1.5012242956404731E-5
591                                               40.219956392094694                                1.4632296664762373E-5
594                                               41.31085872962897                                 1.4407087292826672E-5
597                                               42.38229346797065                                 1.4364113370515045E-5
600                                               43.290530785202066                                1.4447921416567329E-5
602.9999999999999                                 44.023343682995616                                1.4576943563773187E-5
605.9999999999999                                 44.68523448714704                                 1.4674857212195619E-5
608.9999999999999                                 45.47151598069149                                 1.4745145673853799E-5
612                                               46.36874065811366                                 1.4874962679321794E-5
615                                               47.18848262664332                                 1.5074525632968922E-5
618                                               47.84764957673748                                 1.529235119289554E-5
621                                               48.38757289355243                                 1.548653263578476E-5
624                                               48.963326002752645                                1.5650762507040518E-5
626.9999999999999                                 49.67057339537378                                 1.5815136289019634E-5
629.9999999999999                                 50.3840932818959                                  1.5985765807656442E-5
632.9999999999999                                 50.980965328699426                                1.6132753785732953E-5
636                                               51.46409967660242                                 1.6225871128694775E-5
639                                               51.947921858046286                                1.6263410458967762E-5
642                                               52.53289481979113                                 1.6288293257557747E-5
645                                               53.14562132736356                                 1.6328372736628123E-5
648                                               53.67840728898322                                 1.6365808731028238E-5
650.9999999999999                                 54.1312680763683                                  1.6380828647738262E-5
653.9999999999999                                 54.598911246851664                                1.6374257516265747E-5
656.9999999999999                                 55.13921478254474                                 1.6354969285183126E-5
660                                               55.68406846071746                                 1.6316011341792395E-5
663                                               56.171455842420926                                1.6242514129361393E-5
666                                               56.634156839771066                                1.6133120914206036E-5
669                                               57.13785103700747                                 1.6006631256168288E-5
672                                               57.66979441722899                                 1.587828725917141E-5
674.9999999999999                                 58.179401161490794                                1.5744070323240656E-5
677.9999999999999                                 58.67474751400259                                 1.5597967836532163E-5
680.9999999999999                                 59.19416600362476                                 1.5438632235061495E-5
684                                               59.73062731222043                                 1.5261815446003234E-5
687                                               60.26202508703964                                 1.5063691519574884E-5
690                                               60.80007366406933                                 1.4848996319604212E-5
693                                               61.35499313931073                                 1.4625970475077463E-5
696                                               61.918214325328314                                1.4396973153731154E-5
698.9999999999999                                 62.490399991512135                                1.4160177978408961E-5
701.9999999999999                                 63.07470233581505                                 1.3913415771982566E-5
704.9999999999999                                 63.6688210052551                                  1.3656603910899325E-5
708                                               64.2711642637789                                  1.3391917013068574E-5
711                                               64.87807112029844                                 1.3120756734381778E-5
714                                               65.48391127977993                                 1.2843150498388558E-5
717                                               66.08369386516276                                 1.2559153497419298E-5
720                                               66.67533746848203                                 1.2269387261887367E-5
722.9999999999999                                 67.25945278786116                                 1.1974846062699032E-5
725.9999999999999                                 67.8376237556073                                  1.1676648521990785E-5
728.9999999999999                                 68.41126333087473                                 1.1375902816593424E-5
732                                               68.98128442320817                                 1.107365844635296E-5
735                                               69.5481330417958                                  1.0770885571606974E-5
738                                               70.11190506790615                                 1.0468468917241042E-5
741                                               70.67245399396789                                 1.0167217632394627E-5
744                                               71.22947167150868                                 9.867872668706998E-6
746.9999999999999                                 71.78254544900969                                 9.571109176030906E-6
749.9999999999999                                 72.33119857309151                                 9.277544590783266E-6
752.9999999999999                                 72.87491978429841                                 8.987746785994987E-6
756                                               73.41318525803963                                 8.702234236404064E-6
759                                               73.94547444089801                                 8.421474640017439E-6
762                                               74.47128145558828                                 8.145882797643901E-6
765                                               74.99012378375554                                 7.87581698442872E-6
768                                               75.50154903047375                                 7.6115795562268135E-6
770.9999999999999                                 76.00513968069306                                 7.353421982835969E-6
773.9999999999999                                 76.50051615197386                                 7.101551595880998E-6
776.9999999999999                                 76.9873388135985                                  6.856137303830118E-6
780                                               77.46530924438339                                 6.617311392494816E-6
783                                               77.93417093525859                                 6.385168921272398E-6
786                                               78.39371031076642                                 6.159768460427375E-6
789                                               78.84376188160547                                 5.9411351846498084E-6
791.9999999999999                                 79.2842558168386                                  5.7292595437067175E-6
794.9999999999999                                 79.71351766513457                                 5.524225643824595E-6
797.9999999999999                                 80.13526820710618                                 5.325739378031066E-6
